"contador";"tiempo";"numero1";"numero2";"numero3";"jornada"
16287;"04:31:26";4;31;26;Madrugada
16288;"04:31:27";4;31;27;Madrugada
16289;"04:31:28";4;31;28;Madrugada
16290;"04:31:29";4;31;29;Madrugada
16291;"04:31:30";4;31;30;Madrugada
16292;"04:31:31";4;31;31;Madrugada
16293;"04:31:32";4;31;32;Madrugada
16294;"04:31:33";4;31;33;Madrugada
16295;"04:31:34";4;31;34;Madrugada
16296;"04:31:35";4;31;35;Madrugada
16297;"04:31:36";4;31;36;Madrugada
16298;"04:31:37";4;31;37;Madrugada
16299;"04:31:38";4;31;38;Madrugada
16300;"04:31:39";4;31;39;Madrugada
16301;"04:31:40";4;31;40;Madrugada
16302;"04:31:41";4;31;41;Madrugada
16303;"04:31:42";4;31;42;Madrugada
16304;"04:31:43";4;31;43;Madrugada
16305;"04:31:44";4;31;44;Madrugada
16306;"04:31:45";4;31;45;Madrugada
16307;"04:31:46";4;31;46;Madrugada
16308;"04:31:47";4;31;47;Madrugada
16309;"04:31:48";4;31;48;Madrugada
16310;"04:31:49";4;31;49;Madrugada
16311;"04:31:50";4;31;50;Madrugada
16312;"04:31:51";4;31;51;Madrugada
16313;"04:31:52";4;31;52;Madrugada
16314;"04:31:53";4;31;53;Madrugada
16315;"04:31:54";4;31;54;Madrugada
16316;"04:31:55";4;31;55;Madrugada
16317;"04:31:56";4;31;56;Madrugada
16318;"04:31:57";4;31;57;Madrugada
16319;"04:31:58";4;31;58;Madrugada
16320;"04:31:59";4;31;59;Madrugada
16321;"04:32:00";4;32;0;Madrugada
16322;"04:32:01";4;32;1;Madrugada
16323;"04:32:02";4;32;2;Madrugada
16324;"04:32:03";4;32;3;Madrugada
16325;"04:32:04";4;32;4;Madrugada
16326;"04:32:05";4;32;5;Madrugada
16327;"04:32:06";4;32;6;Madrugada
16328;"04:32:07";4;32;7;Madrugada
16329;"04:32:08";4;32;8;Madrugada
16330;"04:32:09";4;32;9;Madrugada
16331;"04:32:10";4;32;10;Madrugada
16332;"04:32:11";4;32;11;Madrugada
16333;"04:32:12";4;32;12;Madrugada
16334;"04:32:13";4;32;13;Madrugada
16335;"04:32:14";4;32;14;Madrugada
16336;"04:32:15";4;32;15;Madrugada
16337;"04:32:16";4;32;16;Madrugada
16338;"04:32:17";4;32;17;Madrugada
16339;"04:32:18";4;32;18;Madrugada
16340;"04:32:19";4;32;19;Madrugada
16341;"04:32:20";4;32;20;Madrugada
16342;"04:32:21";4;32;21;Madrugada
16343;"04:32:22";4;32;22;Madrugada
16344;"04:32:23";4;32;23;Madrugada
16345;"04:32:24";4;32;24;Madrugada
16346;"04:32:25";4;32;25;Madrugada
16347;"04:32:26";4;32;26;Madrugada
16348;"04:32:27";4;32;27;Madrugada
16349;"04:32:28";4;32;28;Madrugada
16350;"04:32:29";4;32;29;Madrugada
16351;"04:32:30";4;32;30;Madrugada
16352;"04:32:31";4;32;31;Madrugada
16353;"04:32:32";4;32;32;Madrugada
16354;"04:32:33";4;32;33;Madrugada
16355;"04:32:34";4;32;34;Madrugada
16356;"04:32:35";4;32;35;Madrugada
16357;"04:32:36";4;32;36;Madrugada
16358;"04:32:37";4;32;37;Madrugada
16359;"04:32:38";4;32;38;Madrugada
16360;"04:32:39";4;32;39;Madrugada
16361;"04:32:40";4;32;40;Madrugada
16362;"04:32:41";4;32;41;Madrugada
16363;"04:32:42";4;32;42;Madrugada
16364;"04:32:43";4;32;43;Madrugada
16365;"04:32:44";4;32;44;Madrugada
16366;"04:32:45";4;32;45;Madrugada
16367;"04:32:46";4;32;46;Madrugada
16368;"04:32:47";4;32;47;Madrugada
16369;"04:32:48";4;32;48;Madrugada
16370;"04:32:49";4;32;49;Madrugada
16371;"04:32:50";4;32;50;Madrugada
16372;"04:32:51";4;32;51;Madrugada
16373;"04:32:52";4;32;52;Madrugada
16374;"04:32:53";4;32;53;Madrugada
16375;"04:32:54";4;32;54;Madrugada
16376;"04:32:55";4;32;55;Madrugada
16377;"04:32:56";4;32;56;Madrugada
16378;"04:32:57";4;32;57;Madrugada
16379;"04:32:58";4;32;58;Madrugada
16380;"04:32:59";4;32;59;Madrugada
16381;"04:33:00";4;33;0;Madrugada
16382;"04:33:01";4;33;1;Madrugada
16383;"04:33:02";4;33;2;Madrugada
16384;"04:33:03";4;33;3;Madrugada
16385;"04:33:04";4;33;4;Madrugada
16386;"04:33:05";4;33;5;Madrugada
16387;"04:33:06";4;33;6;Madrugada
16388;"04:33:07";4;33;7;Madrugada
16389;"04:33:08";4;33;8;Madrugada
16390;"04:33:09";4;33;9;Madrugada
16391;"04:33:10";4;33;10;Madrugada
16392;"04:33:11";4;33;11;Madrugada
16393;"04:33:12";4;33;12;Madrugada
16394;"04:33:13";4;33;13;Madrugada
16395;"04:33:14";4;33;14;Madrugada
16396;"04:33:15";4;33;15;Madrugada
16397;"04:33:16";4;33;16;Madrugada
16398;"04:33:17";4;33;17;Madrugada
16399;"04:33:18";4;33;18;Madrugada
16400;"04:33:19";4;33;19;Madrugada
16401;"04:33:20";4;33;20;Madrugada
16402;"04:33:21";4;33;21;Madrugada
16403;"04:33:22";4;33;22;Madrugada
16404;"04:33:23";4;33;23;Madrugada
16405;"04:33:24";4;33;24;Madrugada
16406;"04:33:25";4;33;25;Madrugada
16407;"04:33:26";4;33;26;Madrugada
16408;"04:33:27";4;33;27;Madrugada
16409;"04:33:28";4;33;28;Madrugada
16410;"04:33:29";4;33;29;Madrugada
16411;"04:33:30";4;33;30;Madrugada
16412;"04:33:31";4;33;31;Madrugada
16413;"04:33:32";4;33;32;Madrugada
16414;"04:33:33";4;33;33;Madrugada
16415;"04:33:34";4;33;34;Madrugada
16416;"04:33:35";4;33;35;Madrugada
16417;"04:33:36";4;33;36;Madrugada
16418;"04:33:37";4;33;37;Madrugada
16419;"04:33:38";4;33;38;Madrugada
16420;"04:33:39";4;33;39;Madrugada
16421;"04:33:40";4;33;40;Madrugada
16422;"04:33:41";4;33;41;Madrugada
16423;"04:33:42";4;33;42;Madrugada
16424;"04:33:43";4;33;43;Madrugada
16425;"04:33:44";4;33;44;Madrugada
16426;"04:33:45";4;33;45;Madrugada
16427;"04:33:46";4;33;46;Madrugada
16428;"04:33:47";4;33;47;Madrugada
16429;"04:33:48";4;33;48;Madrugada
16430;"04:33:49";4;33;49;Madrugada
16431;"04:33:50";4;33;50;Madrugada
16432;"04:33:51";4;33;51;Madrugada
16433;"04:33:52";4;33;52;Madrugada
16434;"04:33:53";4;33;53;Madrugada
16435;"04:33:54";4;33;54;Madrugada
16436;"04:33:55";4;33;55;Madrugada
16437;"04:33:56";4;33;56;Madrugada
16438;"04:33:57";4;33;57;Madrugada
16439;"04:33:58";4;33;58;Madrugada
16440;"04:33:59";4;33;59;Madrugada
16441;"04:34:00";4;34;0;Madrugada
16442;"04:34:01";4;34;1;Madrugada
16443;"04:34:02";4;34;2;Madrugada
16444;"04:34:03";4;34;3;Madrugada
16445;"04:34:04";4;34;4;Madrugada
16446;"04:34:05";4;34;5;Madrugada
16447;"04:34:06";4;34;6;Madrugada
16448;"04:34:07";4;34;7;Madrugada
16449;"04:34:08";4;34;8;Madrugada
16450;"04:34:09";4;34;9;Madrugada
16451;"04:34:10";4;34;10;Madrugada
16452;"04:34:11";4;34;11;Madrugada
16453;"04:34:12";4;34;12;Madrugada
16454;"04:34:13";4;34;13;Madrugada
16455;"04:34:14";4;34;14;Madrugada
16456;"04:34:15";4;34;15;Madrugada
16457;"04:34:16";4;34;16;Madrugada
16458;"04:34:17";4;34;17;Madrugada
16459;"04:34:18";4;34;18;Madrugada
16460;"04:34:19";4;34;19;Madrugada
16461;"04:34:20";4;34;20;Madrugada
16462;"04:34:21";4;34;21;Madrugada
16463;"04:34:22";4;34;22;Madrugada
16464;"04:34:23";4;34;23;Madrugada
16465;"04:34:24";4;34;24;Madrugada
16466;"04:34:25";4;34;25;Madrugada
16467;"04:34:26";4;34;26;Madrugada
16468;"04:34:27";4;34;27;Madrugada
16469;"04:34:28";4;34;28;Madrugada
16470;"04:34:29";4;34;29;Madrugada
16471;"04:34:30";4;34;30;Madrugada
16472;"04:34:31";4;34;31;Madrugada
16473;"04:34:32";4;34;32;Madrugada
16474;"04:34:33";4;34;33;Madrugada
16475;"04:34:34";4;34;34;Madrugada
16476;"04:34:35";4;34;35;Madrugada
16477;"04:34:36";4;34;36;Madrugada
16478;"04:34:37";4;34;37;Madrugada
16479;"04:34:38";4;34;38;Madrugada
16480;"04:34:39";4;34;39;Madrugada
16481;"04:34:40";4;34;40;Madrugada
16482;"04:34:41";4;34;41;Madrugada
16483;"04:34:42";4;34;42;Madrugada
16484;"04:34:43";4;34;43;Madrugada
16485;"04:34:44";4;34;44;Madrugada
16486;"04:34:45";4;34;45;Madrugada
16487;"04:34:46";4;34;46;Madrugada
16488;"04:34:47";4;34;47;Madrugada
16489;"04:34:48";4;34;48;Madrugada
16490;"04:34:49";4;34;49;Madrugada
16491;"04:34:50";4;34;50;Madrugada
16492;"04:34:51";4;34;51;Madrugada
16493;"04:34:52";4;34;52;Madrugada
16494;"04:34:53";4;34;53;Madrugada
16495;"04:34:54";4;34;54;Madrugada
16496;"04:34:55";4;34;55;Madrugada
16497;"04:34:56";4;34;56;Madrugada
16498;"04:34:57";4;34;57;Madrugada
16499;"04:34:58";4;34;58;Madrugada
16500;"04:34:59";4;34;59;Madrugada
16501;"04:35:00";4;35;0;Madrugada
16502;"04:35:01";4;35;1;Madrugada
16503;"04:35:02";4;35;2;Madrugada
16504;"04:35:03";4;35;3;Madrugada
16505;"04:35:04";4;35;4;Madrugada
16506;"04:35:05";4;35;5;Madrugada
16507;"04:35:06";4;35;6;Madrugada
16508;"04:35:07";4;35;7;Madrugada
16509;"04:35:08";4;35;8;Madrugada
16510;"04:35:09";4;35;9;Madrugada
16511;"04:35:10";4;35;10;Madrugada
16512;"04:35:11";4;35;11;Madrugada
16513;"04:35:12";4;35;12;Madrugada
16514;"04:35:13";4;35;13;Madrugada
16515;"04:35:14";4;35;14;Madrugada
16516;"04:35:15";4;35;15;Madrugada
16517;"04:35:16";4;35;16;Madrugada
16518;"04:35:17";4;35;17;Madrugada
16519;"04:35:18";4;35;18;Madrugada
16520;"04:35:19";4;35;19;Madrugada
16521;"04:35:20";4;35;20;Madrugada
16522;"04:35:21";4;35;21;Madrugada
16523;"04:35:22";4;35;22;Madrugada
16524;"04:35:23";4;35;23;Madrugada
16525;"04:35:24";4;35;24;Madrugada
16526;"04:35:25";4;35;25;Madrugada
16527;"04:35:26";4;35;26;Madrugada
16528;"04:35:27";4;35;27;Madrugada
16529;"04:35:28";4;35;28;Madrugada
16530;"04:35:29";4;35;29;Madrugada
16531;"04:35:30";4;35;30;Madrugada
16532;"04:35:31";4;35;31;Madrugada
16533;"04:35:32";4;35;32;Madrugada
16534;"04:35:33";4;35;33;Madrugada
16535;"04:35:34";4;35;34;Madrugada
16536;"04:35:35";4;35;35;Madrugada
16537;"04:35:36";4;35;36;Madrugada
16538;"04:35:37";4;35;37;Madrugada
16539;"04:35:38";4;35;38;Madrugada
16540;"04:35:39";4;35;39;Madrugada
16541;"04:35:40";4;35;40;Madrugada
16542;"04:35:41";4;35;41;Madrugada
16543;"04:35:42";4;35;42;Madrugada
16544;"04:35:43";4;35;43;Madrugada
16545;"04:35:44";4;35;44;Madrugada
16546;"04:35:45";4;35;45;Madrugada
16547;"04:35:46";4;35;46;Madrugada
16548;"04:35:47";4;35;47;Madrugada
16549;"04:35:48";4;35;48;Madrugada
16550;"04:35:49";4;35;49;Madrugada
16551;"04:35:50";4;35;50;Madrugada
16552;"04:35:51";4;35;51;Madrugada
16553;"04:35:52";4;35;52;Madrugada
16554;"04:35:53";4;35;53;Madrugada
16555;"04:35:54";4;35;54;Madrugada
16556;"04:35:55";4;35;55;Madrugada
16557;"04:35:56";4;35;56;Madrugada
16558;"04:35:57";4;35;57;Madrugada
16559;"04:35:58";4;35;58;Madrugada
16560;"04:35:59";4;35;59;Madrugada
16561;"04:36:00";4;36;0;Madrugada
16562;"04:36:01";4;36;1;Madrugada
16563;"04:36:02";4;36;2;Madrugada
16564;"04:36:03";4;36;3;Madrugada
16565;"04:36:04";4;36;4;Madrugada
16566;"04:36:05";4;36;5;Madrugada
16567;"04:36:06";4;36;6;Madrugada
16568;"04:36:07";4;36;7;Madrugada
16569;"04:36:08";4;36;8;Madrugada
16570;"04:36:09";4;36;9;Madrugada
16571;"04:36:10";4;36;10;Madrugada
16572;"04:36:11";4;36;11;Madrugada
16573;"04:36:12";4;36;12;Madrugada
16574;"04:36:13";4;36;13;Madrugada
16575;"04:36:14";4;36;14;Madrugada
16576;"04:36:15";4;36;15;Madrugada
16577;"04:36:16";4;36;16;Madrugada
16578;"04:36:17";4;36;17;Madrugada
16579;"04:36:18";4;36;18;Madrugada
16580;"04:36:19";4;36;19;Madrugada
16581;"04:36:20";4;36;20;Madrugada
16582;"04:36:21";4;36;21;Madrugada
16583;"04:36:22";4;36;22;Madrugada
16584;"04:36:23";4;36;23;Madrugada
16585;"04:36:24";4;36;24;Madrugada
16586;"04:36:25";4;36;25;Madrugada
16587;"04:36:26";4;36;26;Madrugada
16588;"04:36:27";4;36;27;Madrugada
16589;"04:36:28";4;36;28;Madrugada
16590;"04:36:29";4;36;29;Madrugada
16591;"04:36:30";4;36;30;Madrugada
16592;"04:36:31";4;36;31;Madrugada
16593;"04:36:32";4;36;32;Madrugada
16594;"04:36:33";4;36;33;Madrugada
16595;"04:36:34";4;36;34;Madrugada
16596;"04:36:35";4;36;35;Madrugada
16597;"04:36:36";4;36;36;Madrugada
16598;"04:36:37";4;36;37;Madrugada
16599;"04:36:38";4;36;38;Madrugada
16600;"04:36:39";4;36;39;Madrugada
16601;"04:36:40";4;36;40;Madrugada
16602;"04:36:41";4;36;41;Madrugada
16603;"04:36:42";4;36;42;Madrugada
16604;"04:36:43";4;36;43;Madrugada
16605;"04:36:44";4;36;44;Madrugada
16606;"04:36:45";4;36;45;Madrugada
16607;"04:36:46";4;36;46;Madrugada
16608;"04:36:47";4;36;47;Madrugada
16609;"04:36:48";4;36;48;Madrugada
16610;"04:36:49";4;36;49;Madrugada
16611;"04:36:50";4;36;50;Madrugada
16612;"04:36:51";4;36;51;Madrugada
16613;"04:36:52";4;36;52;Madrugada
16614;"04:36:53";4;36;53;Madrugada
16615;"04:36:54";4;36;54;Madrugada
16616;"04:36:55";4;36;55;Madrugada
16617;"04:36:56";4;36;56;Madrugada
16618;"04:36:57";4;36;57;Madrugada
16619;"04:36:58";4;36;58;Madrugada
16620;"04:36:59";4;36;59;Madrugada
16621;"04:37:00";4;37;0;Madrugada
16622;"04:37:01";4;37;1;Madrugada
16623;"04:37:02";4;37;2;Madrugada
16624;"04:37:03";4;37;3;Madrugada
16625;"04:37:04";4;37;4;Madrugada
16626;"04:37:05";4;37;5;Madrugada
16627;"04:37:06";4;37;6;Madrugada
16628;"04:37:07";4;37;7;Madrugada
16629;"04:37:08";4;37;8;Madrugada
16630;"04:37:09";4;37;9;Madrugada
16631;"04:37:10";4;37;10;Madrugada
16632;"04:37:11";4;37;11;Madrugada
16633;"04:37:12";4;37;12;Madrugada
16634;"04:37:13";4;37;13;Madrugada
16635;"04:37:14";4;37;14;Madrugada
16636;"04:37:15";4;37;15;Madrugada
16637;"04:37:16";4;37;16;Madrugada
16638;"04:37:17";4;37;17;Madrugada
16639;"04:37:18";4;37;18;Madrugada
16640;"04:37:19";4;37;19;Madrugada
16641;"04:37:20";4;37;20;Madrugada
16642;"04:37:21";4;37;21;Madrugada
16643;"04:37:22";4;37;22;Madrugada
16644;"04:37:23";4;37;23;Madrugada
16645;"04:37:24";4;37;24;Madrugada
16646;"04:37:25";4;37;25;Madrugada
16647;"04:37:26";4;37;26;Madrugada
16648;"04:37:27";4;37;27;Madrugada
16649;"04:37:28";4;37;28;Madrugada
16650;"04:37:29";4;37;29;Madrugada
16651;"04:37:30";4;37;30;Madrugada
16652;"04:37:31";4;37;31;Madrugada
16653;"04:37:32";4;37;32;Madrugada
16654;"04:37:33";4;37;33;Madrugada
16655;"04:37:34";4;37;34;Madrugada
16656;"04:37:35";4;37;35;Madrugada
16657;"04:37:36";4;37;36;Madrugada
16658;"04:37:37";4;37;37;Madrugada
16659;"04:37:38";4;37;38;Madrugada
16660;"04:37:39";4;37;39;Madrugada
16661;"04:37:40";4;37;40;Madrugada
16662;"04:37:41";4;37;41;Madrugada
16663;"04:37:42";4;37;42;Madrugada
16664;"04:37:43";4;37;43;Madrugada
16665;"04:37:44";4;37;44;Madrugada
16666;"04:37:45";4;37;45;Madrugada
16667;"04:37:46";4;37;46;Madrugada
16668;"04:37:47";4;37;47;Madrugada
16669;"04:37:48";4;37;48;Madrugada
16670;"04:37:49";4;37;49;Madrugada
16671;"04:37:50";4;37;50;Madrugada
16672;"04:37:51";4;37;51;Madrugada
16673;"04:37:52";4;37;52;Madrugada
16674;"04:37:53";4;37;53;Madrugada
16675;"04:37:54";4;37;54;Madrugada
16676;"04:37:55";4;37;55;Madrugada
16677;"04:37:56";4;37;56;Madrugada
16678;"04:37:57";4;37;57;Madrugada
16679;"04:37:58";4;37;58;Madrugada
16680;"04:37:59";4;37;59;Madrugada
16681;"04:38:00";4;38;0;Madrugada
16682;"04:38:01";4;38;1;Madrugada
16683;"04:38:02";4;38;2;Madrugada
16684;"04:38:03";4;38;3;Madrugada
16685;"04:38:04";4;38;4;Madrugada
16686;"04:38:05";4;38;5;Madrugada
16687;"04:38:06";4;38;6;Madrugada
16688;"04:38:07";4;38;7;Madrugada
16689;"04:38:08";4;38;8;Madrugada
16690;"04:38:09";4;38;9;Madrugada
16691;"04:38:10";4;38;10;Madrugada
16692;"04:38:11";4;38;11;Madrugada
16693;"04:38:12";4;38;12;Madrugada
16694;"04:38:13";4;38;13;Madrugada
16695;"04:38:14";4;38;14;Madrugada
16696;"04:38:15";4;38;15;Madrugada
16697;"04:38:16";4;38;16;Madrugada
16698;"04:38:17";4;38;17;Madrugada
16699;"04:38:18";4;38;18;Madrugada
16700;"04:38:19";4;38;19;Madrugada
16701;"04:38:20";4;38;20;Madrugada
16702;"04:38:21";4;38;21;Madrugada
16703;"04:38:22";4;38;22;Madrugada
16704;"04:38:23";4;38;23;Madrugada
16705;"04:38:24";4;38;24;Madrugada
16706;"04:38:25";4;38;25;Madrugada
16707;"04:38:26";4;38;26;Madrugada
16708;"04:38:27";4;38;27;Madrugada
16709;"04:38:28";4;38;28;Madrugada
16710;"04:38:29";4;38;29;Madrugada
16711;"04:38:30";4;38;30;Madrugada
16712;"04:38:31";4;38;31;Madrugada
16713;"04:38:32";4;38;32;Madrugada
16714;"04:38:33";4;38;33;Madrugada
16715;"04:38:34";4;38;34;Madrugada
16716;"04:38:35";4;38;35;Madrugada
16717;"04:38:36";4;38;36;Madrugada
16718;"04:38:37";4;38;37;Madrugada
16719;"04:38:38";4;38;38;Madrugada
16720;"04:38:39";4;38;39;Madrugada
16721;"04:38:40";4;38;40;Madrugada
16722;"04:38:41";4;38;41;Madrugada
16723;"04:38:42";4;38;42;Madrugada
16724;"04:38:43";4;38;43;Madrugada
16725;"04:38:44";4;38;44;Madrugada
16726;"04:38:45";4;38;45;Madrugada
16727;"04:38:46";4;38;46;Madrugada
16728;"04:38:47";4;38;47;Madrugada
16729;"04:38:48";4;38;48;Madrugada
16730;"04:38:49";4;38;49;Madrugada
16731;"04:38:50";4;38;50;Madrugada
16732;"04:38:51";4;38;51;Madrugada
16733;"04:38:52";4;38;52;Madrugada
16734;"04:38:53";4;38;53;Madrugada
16735;"04:38:54";4;38;54;Madrugada
16736;"04:38:55";4;38;55;Madrugada
16737;"04:38:56";4;38;56;Madrugada
16738;"04:38:57";4;38;57;Madrugada
16739;"04:38:58";4;38;58;Madrugada
16740;"04:38:59";4;38;59;Madrugada
16741;"04:39:00";4;39;0;Madrugada
16742;"04:39:01";4;39;1;Madrugada
16743;"04:39:02";4;39;2;Madrugada
16744;"04:39:03";4;39;3;Madrugada
16745;"04:39:04";4;39;4;Madrugada
16746;"04:39:05";4;39;5;Madrugada
16747;"04:39:06";4;39;6;Madrugada
16748;"04:39:07";4;39;7;Madrugada
16749;"04:39:08";4;39;8;Madrugada
16750;"04:39:09";4;39;9;Madrugada
16751;"04:39:10";4;39;10;Madrugada
16752;"04:39:11";4;39;11;Madrugada
16753;"04:39:12";4;39;12;Madrugada
16754;"04:39:13";4;39;13;Madrugada
16755;"04:39:14";4;39;14;Madrugada
16756;"04:39:15";4;39;15;Madrugada
16757;"04:39:16";4;39;16;Madrugada
16758;"04:39:17";4;39;17;Madrugada
16759;"04:39:18";4;39;18;Madrugada
16760;"04:39:19";4;39;19;Madrugada
16761;"04:39:20";4;39;20;Madrugada
16762;"04:39:21";4;39;21;Madrugada
16763;"04:39:22";4;39;22;Madrugada
16764;"04:39:23";4;39;23;Madrugada
16765;"04:39:24";4;39;24;Madrugada
16766;"04:39:25";4;39;25;Madrugada
16767;"04:39:26";4;39;26;Madrugada
16768;"04:39:27";4;39;27;Madrugada
16769;"04:39:28";4;39;28;Madrugada
16770;"04:39:29";4;39;29;Madrugada
16771;"04:39:30";4;39;30;Madrugada
16772;"04:39:31";4;39;31;Madrugada
16773;"04:39:32";4;39;32;Madrugada
16774;"04:39:33";4;39;33;Madrugada
16775;"04:39:34";4;39;34;Madrugada
16776;"04:39:35";4;39;35;Madrugada
16777;"04:39:36";4;39;36;Madrugada
16778;"04:39:37";4;39;37;Madrugada
16779;"04:39:38";4;39;38;Madrugada
16780;"04:39:39";4;39;39;Madrugada
16781;"04:39:40";4;39;40;Madrugada
16782;"04:39:41";4;39;41;Madrugada
16783;"04:39:42";4;39;42;Madrugada
16784;"04:39:43";4;39;43;Madrugada
16785;"04:39:44";4;39;44;Madrugada
16786;"04:39:45";4;39;45;Madrugada
16787;"04:39:46";4;39;46;Madrugada
16788;"04:39:47";4;39;47;Madrugada
16789;"04:39:48";4;39;48;Madrugada
16790;"04:39:49";4;39;49;Madrugada
16791;"04:39:50";4;39;50;Madrugada
16792;"04:39:51";4;39;51;Madrugada
16793;"04:39:52";4;39;52;Madrugada
16794;"04:39:53";4;39;53;Madrugada
16795;"04:39:54";4;39;54;Madrugada
16796;"04:39:55";4;39;55;Madrugada
16797;"04:39:56";4;39;56;Madrugada
16798;"04:39:57";4;39;57;Madrugada
16799;"04:39:58";4;39;58;Madrugada
16800;"04:39:59";4;39;59;Madrugada
16801;"04:40:00";4;40;0;Madrugada
16802;"04:40:01";4;40;1;Madrugada
16803;"04:40:02";4;40;2;Madrugada
16804;"04:40:03";4;40;3;Madrugada
16805;"04:40:04";4;40;4;Madrugada
16806;"04:40:05";4;40;5;Madrugada
16807;"04:40:06";4;40;6;Madrugada
16808;"04:40:07";4;40;7;Madrugada
16809;"04:40:08";4;40;8;Madrugada
16810;"04:40:09";4;40;9;Madrugada
16811;"04:40:10";4;40;10;Madrugada
16812;"04:40:11";4;40;11;Madrugada
16813;"04:40:12";4;40;12;Madrugada
16814;"04:40:13";4;40;13;Madrugada
16815;"04:40:14";4;40;14;Madrugada
16816;"04:40:15";4;40;15;Madrugada
16817;"04:40:16";4;40;16;Madrugada
16818;"04:40:17";4;40;17;Madrugada
16819;"04:40:18";4;40;18;Madrugada
16820;"04:40:19";4;40;19;Madrugada
16821;"04:40:20";4;40;20;Madrugada
16822;"04:40:21";4;40;21;Madrugada
16823;"04:40:22";4;40;22;Madrugada
16824;"04:40:23";4;40;23;Madrugada
16825;"04:40:24";4;40;24;Madrugada
16826;"04:40:25";4;40;25;Madrugada
16827;"04:40:26";4;40;26;Madrugada
16828;"04:40:27";4;40;27;Madrugada
16829;"04:40:28";4;40;28;Madrugada
16830;"04:40:29";4;40;29;Madrugada
16831;"04:40:30";4;40;30;Madrugada
16832;"04:40:31";4;40;31;Madrugada
16833;"04:40:32";4;40;32;Madrugada
16834;"04:40:33";4;40;33;Madrugada
16835;"04:40:34";4;40;34;Madrugada
16836;"04:40:35";4;40;35;Madrugada
16837;"04:40:36";4;40;36;Madrugada
16838;"04:40:37";4;40;37;Madrugada
16839;"04:40:38";4;40;38;Madrugada
16840;"04:40:39";4;40;39;Madrugada
16841;"04:40:40";4;40;40;Madrugada
16842;"04:40:41";4;40;41;Madrugada
16843;"04:40:42";4;40;42;Madrugada
16844;"04:40:43";4;40;43;Madrugada
16845;"04:40:44";4;40;44;Madrugada
16846;"04:40:45";4;40;45;Madrugada
16847;"04:40:46";4;40;46;Madrugada
16848;"04:40:47";4;40;47;Madrugada
16849;"04:40:48";4;40;48;Madrugada
16850;"04:40:49";4;40;49;Madrugada
16851;"04:40:50";4;40;50;Madrugada
16852;"04:40:51";4;40;51;Madrugada
16853;"04:40:52";4;40;52;Madrugada
16854;"04:40:53";4;40;53;Madrugada
16855;"04:40:54";4;40;54;Madrugada
16856;"04:40:55";4;40;55;Madrugada
16857;"04:40:56";4;40;56;Madrugada
16858;"04:40:57";4;40;57;Madrugada
16859;"04:40:58";4;40;58;Madrugada
16860;"04:40:59";4;40;59;Madrugada
16861;"04:41:00";4;41;0;Madrugada
16862;"04:41:01";4;41;1;Madrugada
16863;"04:41:02";4;41;2;Madrugada
16864;"04:41:03";4;41;3;Madrugada
16865;"04:41:04";4;41;4;Madrugada
16866;"04:41:05";4;41;5;Madrugada
16867;"04:41:06";4;41;6;Madrugada
16868;"04:41:07";4;41;7;Madrugada
16869;"04:41:08";4;41;8;Madrugada
16870;"04:41:09";4;41;9;Madrugada
16871;"04:41:10";4;41;10;Madrugada
16872;"04:41:11";4;41;11;Madrugada
16873;"04:41:12";4;41;12;Madrugada
16874;"04:41:13";4;41;13;Madrugada
16875;"04:41:14";4;41;14;Madrugada
16876;"04:41:15";4;41;15;Madrugada
16877;"04:41:16";4;41;16;Madrugada
16878;"04:41:17";4;41;17;Madrugada
16879;"04:41:18";4;41;18;Madrugada
16880;"04:41:19";4;41;19;Madrugada
16881;"04:41:20";4;41;20;Madrugada
16882;"04:41:21";4;41;21;Madrugada
16883;"04:41:22";4;41;22;Madrugada
16884;"04:41:23";4;41;23;Madrugada
16885;"04:41:24";4;41;24;Madrugada
16886;"04:41:25";4;41;25;Madrugada
16887;"04:41:26";4;41;26;Madrugada
16888;"04:41:27";4;41;27;Madrugada
16889;"04:41:28";4;41;28;Madrugada
16890;"04:41:29";4;41;29;Madrugada
16891;"04:41:30";4;41;30;Madrugada
16892;"04:41:31";4;41;31;Madrugada
16893;"04:41:32";4;41;32;Madrugada
16894;"04:41:33";4;41;33;Madrugada
16895;"04:41:34";4;41;34;Madrugada
16896;"04:41:35";4;41;35;Madrugada
16897;"04:41:36";4;41;36;Madrugada
16898;"04:41:37";4;41;37;Madrugada
16899;"04:41:38";4;41;38;Madrugada
16900;"04:41:39";4;41;39;Madrugada
16901;"04:41:40";4;41;40;Madrugada
16902;"04:41:41";4;41;41;Madrugada
16903;"04:41:42";4;41;42;Madrugada
16904;"04:41:43";4;41;43;Madrugada
16905;"04:41:44";4;41;44;Madrugada
16906;"04:41:45";4;41;45;Madrugada
16907;"04:41:46";4;41;46;Madrugada
16908;"04:41:47";4;41;47;Madrugada
16909;"04:41:48";4;41;48;Madrugada
16910;"04:41:49";4;41;49;Madrugada
16911;"04:41:50";4;41;50;Madrugada
16912;"04:41:51";4;41;51;Madrugada
16913;"04:41:52";4;41;52;Madrugada
16914;"04:41:53";4;41;53;Madrugada
16915;"04:41:54";4;41;54;Madrugada
16916;"04:41:55";4;41;55;Madrugada
16917;"04:41:56";4;41;56;Madrugada
16918;"04:41:57";4;41;57;Madrugada
16919;"04:41:58";4;41;58;Madrugada
16920;"04:41:59";4;41;59;Madrugada
